0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
318,73,348,183,378,76,408,133,438,323,468,302,498,474,528,291,558,224,588,373,,,,,,,,,,,,,
319,254,349,95,379,219,409,75,439,140,469,60,499,51,529,176,559,554,589,88,,,,,,,,,,,,,
320,491,350,331,380,28,410,179,440,219,470,468,500,358,530,273,560,532,590,511,,,,,,,,,,,,,
321,140,351,182,381,406,411,253,441,616,471,131,501,118,531,258,561,117,591,42,,,,,,,,,,,,,
322,232,352,17,382,95,412,104,442,170,472,94,502,301,532,353,562,46,592,254,,,,,,,,,,,,,
323,128,353,157,383,187,413,486,443,62,473,213,503,227,533,49,563,286,593,403,,,,,,,,,,,,,
324,68,354,81,384,172,414,101,444,120,474,21,504,147,534,40,564,102,594,407,,,,,,,,,,,,,
325,23,355,120,385,300,415,325,445,56,475,162,505,231,535,191,565,95,595,123,,,,,,,,,,,,,
326,185,356,288,386,84,416,487,446,404,476,278,506,424,536,88,566,96,596,44,,,,,,,,,,,,,
327,181,357,538,387,207,417,225,447,310,477,151,507,212,537,164,567,114,597,360,,,,,,,,,,,,,
328,126,358,159,388,473,418,175,448,289,478,340,508,227,538,85,568,153,598,218,,,,,,,,,,,,,
329,150,359,85,389,347,419,16,449,189,479,80,509,259,539,163,569,54,599,50,,,,,,,,,,,,,
330,290,360,77,390,567,420,151,450,447,480,157,510,65,540,57,570,104,600,555,,,,,,,,,,,,,
Centre:,150218,SHIVAM,CONVENT,NEW,BYE,PASS,RD,K,BAGH,PATNA,"BR,",NEW,BYE,PASS,RD,K,BAGH,PATNA,BR,SHIVAM,CONVENT,NEW,BYE,PASS,ROAD,KANKARBAGH,NEET,(UG),2024,Page,No.,3
PATNA,"BIHAR,","PATNA,",BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,
601,264,631,368,661,660,691,377,721,64,751,73,781,604,811,192,841,340,871,55,,,,,,,,,,,,,
602,356,632,10,662,178,692,81,722,137,752,102,782,95,812,82,842,111,872,437,,,,,,,,,,,,,
603,70,633,117,663,100,693,328,723,328,753,143,783,269,813,272,843,82,873,501,,,,,,,,,,,,,
604,150,634,261,664,76,694,470,724,431,754,51,784,61,814,39,844,181,874,50,,,,,,,,,,,,,
605,169,635,250,665,168,695,424,725,222,755,55,785,92,815,73,845,49,875,512,,,,,,,,,,,,,
606,239,636,130,666,75,696,541,726,336,756,546,786,36,816,75,846,376,876,157,,,,,,,,,,,,,
607,269,637,154,667,54,697,609,727,375,757,611,787,185,817,382,847,105,877,272,,,,,,,,,,,,,
608,114,638,96,668,614,698,295,728,279,758,69,788,440,818,166,848,650,878,545,,,,,,,,,,,,,
609,56,639,250,669,32,699,34,729,223,759,109,789,125,819,52,849,106,879,305,,,,,,,,,,,,,
610,51,640,460,670,288,700,667,730,75,760,135,790,47,820,43,850,121,880,105,,,,,,,,,,,,,
611,321,641,299,671,200,701,157,731,535,761,492,791,447,821,450,851,107,881,63,,,,,,,,,,,,,
612,561,642,306,672,-8,702,85,732,101,762,27,792,562,822,66,852,210,882,66,,,,,,,,,,,,,
613,22,643,164,673,186,703,201,733,484,763,55,793,509,823,288,853,230,883,246,,,,,,,,,,,,,
614,271,644,55,674,597,704,219,734,640,764,446,794,42,824,369,854,150,884,203,,,,,,,,,,,,,
615,239,645,80,675,312,705,369,735,229,765,154,795,653,825,226,855,42,885,319,,,,,,,,,,,,,
616,131,646,69,676,98,706,538,736,222,766,61,796,190,826,9,856,422,886,120,,,,,,,,,,,,,
617,149,647,257,677,309,707,52,737,75,767,216,797,498,827,30,857,63,887,250,,,,,,,,,,,,,
618,459,648,303,678,266,708,65,738,377,768,142,798,95,828,159,858,540,888,474,,,,,,,,,,,,,
619,149,649,411,679,92,709,234,739,299,769,202,799,68,829,154,859,85,889,194,,,,,,,,,,,,,
620,110,650,136,680,83,710,500,740,130,770,360,800,110,830,65,860,495,890,378,,,,,,,,,,,,,
621,33,651,77,681,598,711,113,741,40,771,111,801,93,831,147,861,269,891,540,,,,,,,,,,,,,
622,175,652,80,682,255,712,92,742,148,772,177,802,113,832,149,862,52,892,144,,,,,,,,,,,,,
623,175,653,138,683,216,713,397,743,610,773,293,803,78,833,62,863,36,893,217,,,,,,,,,,,,,
624,629,654,167,684,212,714,90,744,214,774,9,804,317,834,250,864,90,894,26,,,,,,,,,,,,,
625,305,655,195,685,652,715,174,745,471,775,17,805,616,835,48,865,146,895,503,,,,,,,,,,,,,
626,0,656,233,686,77,716,287,746,691,776,62,806,556,836,578,866,75,896,442,,,,,,,,,,,,,
627,293,657,263,687,592,717,164,747,163,777,99,807,249,837,116,867,140,897,32,,,,,,,,,,,,,
628,519,658,88,688,577,718,59,748,141,778,414,808,109,838,120,868,360,898,37,,,,,,,,,,,,,
629,500,659,50,689,25,719,147,749,355,779,462,809,171,839,161,869,602,899,214,,,,,,,,,,,,,
630,56,660,20,690,105,720,158,750,17,780,286,810,71,840,233,870,46,900,166,,,,,,,,,,,,,
Centre:,150218,SHIVAM,CONVENT,NEW,BYE,PASS,RD,K,BAGH,PATNA,"BR,",NEW,BYE,PASS,RD,K,BAGH,PATNA,BR,SHIVAM,CONVENT,NEW,BYE,PASS,ROAD,KANKARBAGH,NEET,(UG),2024,Page,No.,4
PATNA,"BIHAR,","PATNA,",BIHAR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901,338,931,281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
902,287,932,114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
903,132,933,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
904,384,934,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
905,71,935,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
906,223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
908,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
909,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
910,561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
911,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
912,390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
913,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
914,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
915,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
916,339,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
917,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
918,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
919,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
920,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
921,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
922,321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
923,235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
924,581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
925,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
926,170,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
927,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
928,169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
929,231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
930,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
