0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
303,244,333,261,363,40,393,594,423,296,453,254,483,321,513,79,543,43,573,55,,,,,,,,,,,,
304,165,334,144,364,347,394,151,424,21,454,162,484,80,514,165,544,151,574,67,,,,,,,,,,,,
305,39,335,42,365,544,395,212,425,79,455,419,485,135,515,88,545,97,575,11,,,,,,,,,,,,
306,65,336,116,366,400,396,85,426,187,456,359,486,60,516,95,546,105,576,145,,,,,,,,,,,,
307,177,337,57,367,-5,397,69,427,82,457,65,487,85,517,101,547,70,577,407,,,,,,,,,,,,
308,78,338,195,368,200,398,110,428,145,458,60,488,105,518,358,548,225,578,45,,,,,,,,,,,,
309,44,339,57,369,465,399,255,429,25,459,49,489,175,519,72,549,407,579,177,,,,,,,,,,,,
310,66,340,176,370,259,400,32,430,105,460,155,490,261,520,125,550,34,580,365,,,,,,,,,,,,
311,130,341,67,371,331,401,269,431,16,461,205,491,75,521,340,551,372,581,121,,,,,,,,,,,,
312,100,342,458,372,481,402,280,432,120,462,85,492,629,522,136,552,296,582,313,,,,,,,,,,,,
313,106,343,248,373,155,403,530,433,309,463,98,493,214,523,28,553,332,583,250,,,,,,,,,,,,
314,71,344,592,374,114,404,7,434,49,464,219,494,180,524,149,554,198,584,106,,,,,,,,,,,,
315,87,345,539,375,321,405,161,435,210,465,47,495,161,525,147,555,164,585,229,,,,,,,,,,,,
316,159,346,103,376,453,406,53,436,164,466,81,496,123,526,87,556,281,586,205,,,,,,,,,,,,
317,547,347,77,377,47,407,86,437,75,467,286,497,133,527,258,557,95,587,89,,,,,,,,,,,,
318,111,348,20,378,90,408,221,438,459,468,135,498,184,528,177,558,90,588,301,,,,,,,,,,,,
319,58,349,282,379,57,409,60,439,407,469,250,499,156,529,143,559,208,589,107,,,,,,,,,,,,
320,220,350,28,380,245,410,231,440,177,470,147,500,440,530,133,560,79,590,174,,,,,,,,,,,,
321,190,351,208,381,128,411,416,441,36,471,40,501,304,531,88,561,479,591,87,,,,,,,,,,,,
322,128,352,199,382,30,412,212,442,87,472,140,502,29,532,133,562,239,592,512,,,,,,,,,,,,
323,110,353,90,383,155,413,45,443,145,473,296,503,100,533,217,563,165,593,124,,,,,,,,,,,,
324,105,354,199,384,142,414,196,444,75,474,2,504,64,534,124,564,134,594,-10,,,,,,,,,,,,
325,193,355,114,385,202,415,58,445,136,475,35,505,21,535,84,565,186,595,84,,,,,,,,,,,,
326,80,356,53,386,470,416,87,446,48,476,45,506,150,536,178,566,258,596,197,,,,,,,,,,,,
327,133,357,59,387,49,417,65,447,535,477,80,507,265,537,177,567,66,597,81,,,,,,,,,,,,
328,94,358,113,388,280,418,56,448,119,478,58,508,45,538,70,568,-4,598,151,,,,,,,,,,,,
329,68,359,57,389,5,419,66,449,145,479,79,509,61,539,23,569,100,599,194,,,,,,,,,,,,
330,427,360,221,390,113,420,304,450,533,480,91,510,102,540,170,570,108,600,108,,,,,,,,,,,,
Centre:,270101,C,T,E,SOCIETY`S,PUB,SCH,CHIKODI,BELGAUM,"KK,",CTE,SOCIETY`S,INTERNATIONAL,SCHOOL,CO,R,D,HIGH,SCHOOL,CAMPUS,N,M,ROAD,CHIKODI,BELGAUM,NEET,(UG),2024,Page,No.,3
"KARNATAKA,",BELAGAVI,"(BELGAUM),",KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
601,181,631,196,661,118,691,74,721,91,751,130,781,177,811,115,841,172,871,266,,,,,,,,,,,,
602,159,632,200,662,57,692,54,722,118,752,143,782,134,812,85,842,60,872,100,,,,,,,,,,,,
603,115,633,47,663,96,693,16,723,397,753,110,783,276,813,261,843,418,873,255,,,,,,,,,,,,
604,2,634,226,664,356,694,381,724,470,754,672,784,-3,814,95,844,35,874,136,,,,,,,,,,,,
605,136,635,60,665,478,695,205,725,136,755,165,785,98,815,50,845,107,875,411,,,,,,,,,,,,
606,62,636,67,666,112,696,175,726,159,756,225,786,200,816,96,846,169,876,137,,,,,,,,,,,,
607,-18,637,283,667,217,697,226,727,64,757,231,787,165,817,285,847,562,877,65,,,,,,,,,,,,
608,99,638,39,668,173,698,185,728,307,758,95,788,101,818,119,848,53,878,352,,,,,,,,,,,,
609,85,639,437,669,184,699,509,729,54,759,115,789,86,819,182,849,86,879,220,,,,,,,,,,,,
610,326,640,33,670,37,700,398,730,76,760,45,790,429,820,276,850,644,880,281,,,,,,,,,,,,
611,301,641,194,671,357,701,70,731,61,761,110,791,226,821,180,851,149,881,55,,,,,,,,,,,,
612,168,642,134,672,225,702,48,732,91,762,155,792,176,822,128,852,183,882,75,,,,,,,,,,,,
613,66,643,80,673,75,703,97,733,22,763,270,793,130,823,267,853,236,883,41,,,,,,,,,,,,
614,54,644,178,674,207,704,80,734,165,764,27,794,65,824,175,854,297,884,75,,,,,,,,,,,,
615,105,645,-13,675,80,705,145,735,369,765,75,795,278,825,87,855,74,885,145,,,,,,,,,,,,
616,38,646,203,676,80,706,186,736,221,766,62,796,170,826,111,856,193,886,65,,,,,,,,,,,,
617,318,647,55,677,91,707,157,737,137,767,499,797,90,827,202,857,100,887,155,,,,,,,,,,,,
618,460,648,203,678,285,708,535,738,182,768,645,798,248,828,128,858,133,888,75,,,,,,,,,,,,
619,335,649,202,679,368,709,54,739,129,769,39,799,143,829,63,859,77,889,35,,,,,,,,,,,,
620,47,650,140,680,87,710,347,740,83,770,112,800,157,830,99,860,92,890,121,,,,,,,,,,,,
621,114,651,139,681,595,711,415,741,443,771,88,801,623,831,130,861,255,891,59,,,,,,,,,,,,
622,132,652,138,682,382,712,169,742,100,772,106,802,27,832,205,862,55,892,70,,,,,,,,,,,,
623,187,653,55,683,355,713,165,743,146,773,160,803,60,833,66,863,149,893,66,,,,,,,,,,,,
624,55,654,49,684,110,714,70,744,89,774,341,804,351,834,56,864,206,894,84,,,,,,,,,,,,
625,131,655,73,685,451,715,103,745,195,775,86,805,160,835,376,865,544,895,201,,,,,,,,,,,,
626,346,656,52,686,149,716,73,746,33,776,111,806,250,836,22,866,121,896,166,,,,,,,,,,,,
627,308,657,105,687,111,717,206,747,131,777,137,807,152,837,83,867,69,897,50,,,,,,,,,,,,
628,305,658,113,688,100,718,314,748,58,778,75,808,75,838,480,868,30,898,115,,,,,,,,,,,,
629,166,659,245,689,347,719,66,749,172,779,270,809,253,839,201,869,120,899,85,,,,,,,,,,,,
630,147,660,630,690,69,720,165,750,96,780,8,810,90,840,247,870,75,900,107,,,,,,,,,,,,
Centre:,270101,C,T,E,SOCIETY`S,PUB,SCH,CHIKODI,BELGAUM,"KK,",CTE,SOCIETY`S,INTERNATIONAL,SCHOOL,CO,R,D,HIGH,SCHOOL,CAMPUS,N,M,ROAD,CHIKODI,BELGAUM,NEET,(UG),2024,Page,No.,4
"KARNATAKA,",BELAGAVI,"(BELGAUM),",KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,
901,450,931,660,961,19,991,146,1021,100,1051,18,1081,128,1111,104,1141,163,1171,125,,,,,,,,,,,,
902,481,932,576,962,115,992,122,1022,43,1052,187,1082,647,1112,41,1142,173,1172,83,,,,,,,,,,,,
903,532,933,-5,963,180,993,302,1023,61,1053,52,1083,348,1113,85,1143,23,1173,142,,,,,,,,,,,,
904,94,934,105,964,276,994,628,1024,318,1054,273,1084,407,1114,118,1144,13,1174,102,,,,,,,,,,,,
905,35,935,459,965,100,995,136,1025,15,1055,10,1085,71,1115,8,1145,228,1175,145,,,,,,,,,,,,
906,180,936,112,966,487,996,97,1026,280,1056,109,1086,102,1116,446,1146,231,1176,198,,,,,,,,,,,,
907,485,937,266,967,108,997,78,1027,345,1057,286,1087,111,1117,43,1147,58,1177,555,,,,,,,,,,,,
908,26,938,120,968,64,998,40,1028,113,1058,412,1088,445,1118,98,1148,614,1178,76,,,,,,,,,,,,
909,368,939,423,969,114,999,45,1029,112,1059,74,1089,131,1119,140,1149,109,1179,121,,,,,,,,,,,,
910,701,940,578,970,54,1000,116,1030,205,1060,191,1090,59,1120,126,1150,201,1180,405,,,,,,,,,,,,
911,97,941,68,971,155,1001,60,1031,32,1061,377,1091,190,1121,96,1151,264,1181,130,,,,,,,,,,,,
912,67,942,172,972,421,1002,140,1032,63,1062,182,1092,124,1122,134,1152,80,1182,143,,,,,,,,,,,,
913,138,943,121,973,97,1003,191,1033,278,1063,119,1093,108,1123,58,1153,111,1183,380,,,,,,,,,,,,
914,665,944,80,974,74,1004,322,1034,79,1064,199,1094,237,1124,61,1154,236,1184,519,,,,,,,,,,,,
915,118,945,60,975,59,1005,312,1035,52,1065,30,1095,203,1125,77,1155,295,1185,50,,,,,,,,,,,,
916,85,946,684,976,64,1006,326,1036,106,1066,164,1096,72,1126,98,1156,44,1186,46,,,,,,,,,,,,
917,89,947,81,977,12,1007,90,1037,509,1067,127,1097,149,1127,500,1157,302,1187,219,,,,,,,,,,,,
918,80,948,76,978,246,1008,226,1038,80,1068,103,1098,284,1128,158,1158,354,1188,332,,,,,,,,,,,,
919,133,949,95,979,166,1009,177,1039,29,1069,111,1099,65,1129,333,1159,460,1189,68,,,,,,,,,,,,
920,60,950,96,980,65,1010,132,1040,5,1070,149,1100,78,1130,475,1160,660,1190,35,,,,,,,,,,,,
921,157,951,110,981,129,1011,105,1041,121,1071,74,1101,185,1131,72,1161,64,1191,200,,,,,,,,,,,,
922,64,952,111,982,176,1012,56,1042,216,1072,46,1102,346,1132,258,1162,202,1192,200,,,,,,,,,,,,
923,53,953,65,983,115,1013,128,1043,37,1073,130,1103,27,1133,162,1163,480,1193,141,,,,,,,,,,,,
924,102,954,341,984,165,1014,525,1044,163,1074,203,1104,419,1134,311,1164,41,1194,313,,,,,,,,,,,,
925,306,955,322,985,36,1015,266,1045,91,1075,507,1105,14,1135,6,1165,32,1195,125,,,,,,,,,,,,
926,396,956,135,986,66,1016,493,1046,522,1076,291,1106,647,1136,360,1166,155,1196,562,,,,,,,,,,,,
927,338,957,179,987,63,1017,52,1047,20,1077,71,1107,140,1137,41,1167,98,1197,542,,,,,,,,,,,,
928,237,958,205,988,43,1018,284,1048,65,1078,120,1108,21,1138,84,1168,30,1198,54,,,,,,,,,,,,
929,97,959,108,989,288,1019,29,1049,340,1079,105,1109,64,1139,370,1169,109,1199,154,,,,,,,,,,,,
930,320,960,142,990,98,1020,76,1050,325,1080,162,1110,102,1140,96,1170,306,1200,167,,,,,,,,,,,,
Centre:,270101,C,T,E,SOCIETY`S,PUB,SCH,CHIKODI,BELGAUM,"KK,",CTE,SOCIETY`S,INTERNATIONAL,SCHOOL,CO,R,D,HIGH,SCHOOL,CAMPUS,N,M,ROAD,CHIKODI,BELGAUM,NEET,(UG),2024,Page,No.,5
"KARNATAKA,",BELAGAVI,"(BELGAUM),",KARNATAKA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,Srlno.,Marks,,,,,,,,,,,,,,,,,,
1201,77,1231,21,1261,56,1291,372,1321,100,1351,157,1381,37,,,,,,,,,,,,,,,,,,
1202,152,1232,169,1262,266,1292,558,1322,174,1352,129,,,,,,,,,,,,,,,,,,,,
1203,191,1233,236,1263,110,1293,45,1323,160,1353,143,,,,,,,,,,,,,,,,,,,,
1204,149,1234,39,1264,90,1294,220,1324,47,1354,166,,,,,,,,,,,,,,,,,,,,
1205,358,1235,306,1265,96,1295,102,1325,78,1355,151,,,,,,,,,,,,,,,,,,,,
1206,95,1236,77,1266,407,1296,285,1326,78,1356,300,,,,,,,,,,,,,,,,,,,,
1207,99,1237,85,1267,14,1297,76,1327,40,1357,43,,,,,,,,,,,,,,,,,,,,
1208,96,1238,76,1268,76,1298,320,1328,43,1358,99,,,,,,,,,,,,,,,,,,,,
1209,304,1239,70,1269,35,1299,326,1329,106,1359,270,,,,,,,,,,,,,,,,,,,,
1210,106,1240,58,1270,471,1300,80,1330,27,1360,151,,,,,,,,,,,,,,,,,,,,
1211,253,1241,324,1271,142,1301,334,1331,25,1361,353,,,,,,,,,,,,,,,,,,,,
1212,34,1242,235,1272,500,1302,694,1332,105,1362,44,,,,,,,,,,,,,,,,,,,,
1213,64,1243,253,1273,281,1303,37,1333,245,1363,19,,,,,,,,,,,,,,,,,,,,
1214,44,1244,286,1274,130,1304,534,1334,364,1364,455,,,,,,,,,,,,,,,,,,,,
1215,51,1245,85,1275,173,1305,34,1335,78,1365,394,,,,,,,,,,,,,,,,,,,,
1216,17,1246,97,1276,12,1306,281,1336,100,1366,175,,,,,,,,,,,,,,,,,,,,
1217,93,1247,117,1277,104,1307,183,1337,221,1367,103,,,,,,,,,,,,,,,,,,,,
1218,94,1248,411,1278,248,1308,260,1338,197,1368,53,,,,,,,,,,,,,,,,,,,,
1219,259,1249,205,1279,87,1309,95,1339,160,1369,154,,,,,,,,,,,,,,,,,,,,
1220,267,1250,80,1280,51,1310,146,1340,79,1370,70,,,,,,,,,,,,,,,,,,,,
1221,59,1251,120,1281,98,1311,31,1341,449,1371,204,,,,,,,,,,,,,,,,,,,,
1222,60,1252,525,1282,65,1312,49,1342,202,1372,318,,,,,,,,,,,,,,,,,,,,
1223,267,1253,408,1283,139,1313,195,1343,222,1373,440,,,,,,,,,,,,,,,,,,,,
1224,297,1254,106,1284,508,1314,123,1344,190,1374,54,,,,,,,,,,,,,,,,,,,,
1225,118,1255,122,1285,695,1315,90,1345,71,1375,305,,,,,,,,,,,,,,,,,,,,
1226,68,1256,446,1286,134,1316,85,1346,12,1376,71,,,,,,,,,,,,,,,,,,,,
1227,245,1257,53,1287,254,1317,107,1347,123,1377,72,,,,,,,,,,,,,,,,,,,,
1228,331,1258,79,1288,125,1318,360,1348,55,1378,327,,,,,,,,,,,,,,,,,,,,
1229,185,1259,83,1289,45,1319,184,1349,196,1379,360,,,,,,,,,,,,,,,,,,,,
1230,197,1260,180,1290,377,1320,81,1350,117,1380,76,,,,,,,,,,,,,,,,,,,,
